name,address,price,category,rating,url
셰누 프라이빗 키친,"용산구 녹사평대로 210-6, 3층, Seoul, 04345, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/chez-nous
개성만두 궁,"종로구 인사동 10길 11-3, Seoul, 03146, 한국",₩ (저렴),만두,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gaeseong-mandu-koong
라망 시크레,"중구 퇴계로 67, 레스케이프 호텔 26층, Seoul, 04529, 한국",₩₩₩₩ (고가),컨템퍼러리,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-amant-secret
유한,"용산구 대사관로 5길 10-5, Seoul, 04400, 한국",₩ (저렴),타이,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/youhan
유림면,"중구 서소문로 139-1, Seoul, 04515, 한국",₩ (저렴),메밀국수,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yurimmyeon
줄라이,"서초구 동광로 164, Seoul, 06589, 한국",₩₩₩ (다소 고가),프렌치 컨템퍼러리,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/july
봉밀가,"강남구 선릉로 664, Seoul, 06088, 한국",₩ (저렴),냉면,Small Shop,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/bongmilga
권숙수,"강남구 압구정로 80길 37, 4층, Seoul, 06016, 한국",₩₩₩₩ (고가),한식,2 Stars,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo
서령,"중구 소월로 10, Seoul, 04527, 한국",₩ (저렴),메밀국수,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/seoryung
르오뇽,"강남구 압구정로 4길 13-4, Seoul, 06028, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-oignon
중화복춘 살롱,"마포구 연남로 10, Seoul, 03989, 한국",₩₩ (보통),중식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/zhonghuafuchun-salon
알라 프리마,"강남구 학동로 17길 13, Seoul, 06045, 한국",₩₩₩₩ (고가),이노베이티브,2 Stars,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/alla-prima
해남천일관,"서초구 반포대로 39길 36-1, Seoul, 06578, 한국",₩₩ (보통),한식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/haenam-cheonilgwan
진중 우육면관,"종로구 청계천로 75-2, Seoul, 03190, 한국",₩ (저렴),국수,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/niroumianguan
고사리 익스프레스,"중구 퇴계로85길 12-10, Seoul, 04576, 한국",₩ (저렴),비건,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gosari-express
라연,"중구 동호로 249, 신라호텔 23층, Seoul, 04605, 한국",₩₩₩₩ (고가),"한식, 컨템퍼러리",2 Stars,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/la-yeon
우가,"강남구 도산대로 49길 22, 지하 1층, Seoul, 06019, 한국",₩₩₩ (다소 고가),바비큐,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/wooga
세븐스도어,"강남구 학동로 97길 41, 4층, Seoul, 06072, 한국",₩₩₩₩ (고가),"컨템퍼러리, 한식",1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/7th-door
두리,"용산구 원효로63길 27, Seoul, 04364, 한국",₩₩₩ (다소 고가),한식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/doori
정육면체,"서대문구 연세로 5다길 22-8, Seoul, 03789, 한국",₩ (저렴),국수,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/tasty-cube
미필담,"마포구 성지 3길 22, Seoul, 04083, 한국",₩ (저렴),만두,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mipildam
우래옥,"중구 창경궁로 62-29, Seoul, 04546, 한국",₩ (저렴),냉면,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/woo-lae-oak
레스토랑 알렌,"강남구 테헤란로 231, 센터필드 East 2층 E205호, Seoul, 06142, 한국",₩₩₩₩ (고가),컨템퍼러리,2 Stars,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/restaurant-allen
류니끄,"강남구 도산대로 45길 8-1, Seoul, 06021, 한국",₩₩₩₩ (고가),이노베이티브,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/ryunique
가겐 바이 최준호,"강남구 압구정로 80길 19-1, 2층, Seoul, 06015, 한국",₩₩₩₩ (고가),일식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gaggen
이타닉 가든,"강남구 테헤란로 231, 조선팰리스 호텔 36층, Seoul, 06142, 한국",₩₩₩₩ (고가),코리안 컨템퍼러리,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/eatanic-garden
금돼지식당,"중구 다산로 149, Seoul, 04607, 한국",₩ (저렴),바비큐,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/geumdwaeji-sikdang
디 템포레,"용산구 한남대로 37, Seoul, 04410, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/de-tempore
부촌육회,"종로구 종로 200-12, Seoul, 03195, 한국",₩ (저렴),육회,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/buchon-yukhoe
주052,"성동구 고산자로 14길 26, Seoul, 04750, 한국",₩₩ (보통),한식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sool052
알트에이,"용산구 보광로 109, Seoul, 04391, 한국",₩ (저렴),"비건, 중식",Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/alt-a
무오키,"강남구 학동로 55길 12-12, 2층, Seoul, 06065, 한국",₩₩₩ (다소 고가),컨템퍼러리,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/muoki
테이블 포 포,"용산구 대사관로 31길 25-12, 5층, Seoul, 04401, 한국",₩₩ (보통),컨템퍼러리,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/table-for-four
비스트로 드 욘트빌,"강남구 선릉로 158길 13-7, Seoul, 06014, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/bistrot-de-yountville
일 베키오,"마포구 월드컵북로 332-12, Seoul, 03930, 한국",₩₩ (보통),이탤리언,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/il-vecchio
알고리즘,"강남구 도산대로 49길 8, 2층, Seoul, 06019, 한국",₩₩₩ (다소 고가),"컨템퍼러리, 재패니즈 컨템퍼러리","0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/aelgerizm
소수헌,"중구 만리재로 21길 8, Seoul, 04500, 한국",₩₩₩₩ (고가),스시,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sosuheon
비움,"강남구 학동로 97길 41, Seoul, 한국",₩₩₩₩ (고가),한식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/bium
화해당,"영등포구 국회대로 62길 15, Seoul, 07236, 한국",₩₩ (보통),게장,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hwa-hae-dang
야키토리 묵,"마포구 성미산로 165-1, Seoul, 03980, 한국",₩ (저렴),야키토리,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yakitori-mook
구찌 오스테리아 다 마시모 보투라,"용산구 이태원로 223, 6층, Seoul, 04349, 한국",₩₩₩ (다소 고가),이탤리언 컨템퍼러리,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gucci-osteria-da-massimo-bottura-1203402
봉산옥,"서초구 반포대로 8길 5-6, Seoul, 06716, 한국",₩ (저렴),만두,Small Shop,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/bongsanok
교양식사,"용산구 이태원로 238, Seoul, 04400, 한국",₩ (저렴),바비큐,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gyoyang-siksa
텅 앤 그루브 조인트,"용산구 보광로 60길 7, Seoul, 04406, 한국",₩₩ (보통),바비큐,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/tongue-groove-joint
코자차,"강남구 학동로 97길 17, Seoul, 06072, 한국",₩₩₩₩ (고가),아시안,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kojacha
오부이용,"성동구 독서당로 51길 29-1, Seoul, 04718, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/au-bouillon
스바루,"서초구 방배중앙로 21길 7, Seoul, 06560, 한국",₩ (저렴),소바,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/subaru
크리스탈 제이드,"중구 남대문로 7길 16, 지하 1층, Seoul, 04533, 한국",₩₩ (보통),중식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/crystal-jade
삼원가든,"강남구 언주로 835, Seoul, 06023, 한국",₩₩ (보통),바비큐,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/samwon-garden
대성집,"종로구 사직로 5, Seoul, 03029, 한국",₩ (저렴),도가니탕,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/daesungjip
소바쥬,"마포구 큰우물로 75, 지하 1층 22호, Seoul, 04158, 한국",₩₩ (보통),일식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sobajuu
맷돌,"성동구 성덕정길 63, Seoul, 04775, 한국",₩ (저렴),멕시칸,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mattdol
하네,"강남구 언주로 172길 14, Seoul, 06017, 한국",₩₩₩₩ (고가),스시,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hane
안암,"종로구 북촌로 5길 10, Seoul, 03055, 한국",₩ (저렴),돼지국밥,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/anam
제로 컴플렉스,"용산구 서빙고로 59길 11-8, Seoul, 04384, 한국",₩₩₩₩ (고가),이노베이티브,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/zero-complex
레스토랑 오와이,"강남구 선릉로 148길 48-12, 지하 1층, Seoul, 06064, 한국",₩₩₩₩ (고가),"프렌치, 컨템퍼러리","0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/restaurant-oy
미진,"종로구 종로 19, 르메이에르 종로타운 116-2호, Seoul, 03157, 한국",₩ (저렴),메밀국수,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mijin
호빈,"중구 동호로 287, 앰배서더 서울 풀만 2층, Seoul, 04618, 한국",₩₩₩₩ (고가),중식,1 Star,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/haobin
페리지,"강남구 봉은사로 68길 6-5, Seoul, 06153, 한국",₩₩ (보통),컨템퍼러리,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/perigee
쥬에,"용산구 독서당로 124-7, Seoul, 04420, 한국",₩₩₩₩ (고가),중식,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/jue
레스쁘아 뒤 이부,"강남구 도산대로 59길 16, Seoul, 06016, 한국",₩₩₩ (다소 고가),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-espoir-du-hibou
꼼 모아,"용산구 신흥로 56, Seoul, 04339, 한국",₩₩ (보통),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/comme-moa
베이스 이즈 나이스,"마포구 도화 2길 20, Seoul, 04171, 한국",₩ (저렴),베지테리안,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/base-is-nice
삼청동 수제비,"종로구 삼청로 101-1, Seoul, 03049, 한국",₩ (저렴),수제비,"Bib Gourmand, Small Shop",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/samcheongdong-sujebi
스테이,"송파구 올림픽로 300, 롯데월드 타워 81층, Seoul, 05551, 한국",₩₩₩₩ (고가),프렌치,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/stay
RMW Carne,"용산구 대사관로 5길 12, 2층, Seoul, 04400, 한국",₩₩ (보통),스테이크하우스,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/rmw-carne
도우룸,"서초구 동광로 99, 2층, Seoul, 06584, 한국",₩₩ (보통),이탤리언,"0 Star, 추천 레스토랑",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/doughroom
역전회관,"마포구 토정로 37길 47, Seoul, 04155, 한국",₩₩ (보통),불고기,Bib Gourmand,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yukjeon-hoekwan
